date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:15:56	21305/21305	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225339-591598045c475%22	https://www.craftrise.com.tr/css/fonts/GothamNarrow-Black.woff	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/css/fonts/GothamNarrow-Black.woff	(from https://www.craftrise.com.tr/css/fonts.css)
23:15:57	27920/27920	---MCZ	200	added ('OK')	application/font-woff	etag:W/%226d10-5a12814bee435%22	https://www.craftrise.com.tr/css/fonts/Mikado-Black.woff	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/css/fonts/Mikado-Black.woff	(from https://www.craftrise.com.tr/css/fonts.css)
23:15:57	29596/29596	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22739c-5a12814bfce98%22	https://www.craftrise.com.tr/css/fonts/Mikado-Black-Italic.woff	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/css/fonts/Mikado-Black-Italic.woff	(from https://www.craftrise.com.tr/css/fonts.css)
23:15:57	30016/30016	---MCZ	200	added ('OK')	application/font-woff	etag:W/%227540-5a12814bcffcf%22	https://www.craftrise.com.tr/css/fonts/Mikado-Bold.woff	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/css/fonts/Mikado-Bold.woff	(from https://www.craftrise.com.tr/css/fonts.css)
23:15:58	30384/30384	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2276b0-5a12814bdf9d2%22	https://www.craftrise.com.tr/css/fonts/Mikado-Bold-Italic.woff	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/css/fonts/Mikado-Bold-Italic.woff	(from https://www.craftrise.com.tr/css/fonts.css)
23:15:58	28088/28088	---MCZ	200	added ('OK')	application/font-woff	etag:W/%226db8-5a12814bb59e9%22	https://www.craftrise.com.tr/css/fonts/Mikado-Light.woff	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/css/fonts/Mikado-Light.woff	(from https://www.craftrise.com.tr/css/fonts.css)
23:15:58	29324/29324	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22728c-5a12814bc156b%22	https://www.craftrise.com.tr/css/fonts/Mikado-Light-Italic.woff	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/css/fonts/Mikado-Light-Italic.woff	(from https://www.craftrise.com.tr/css/fonts.css)
23:15:59	30008/30008	---MCZ	200	added ('OK')	application/font-woff	etag:W/%227538-5a12814b95642%22	https://www.craftrise.com.tr/css/fonts/Mikado-Medium.woff	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/css/fonts/Mikado-Medium.woff	(from https://www.craftrise.com.tr/css/fonts.css)
23:15:59	30580/30580	---MCZ	200	added ('OK')	application/font-woff	etag:W/%227774-5a12814ba40a5%22	https://www.craftrise.com.tr/css/fonts/Mikado-Medium-Italic.woff	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/css/fonts/Mikado-Medium-Italic.woff	(from https://www.craftrise.com.tr/css/fonts.css)
23:16:00	30328/30328	---MCZ	200	added ('OK')	application/font-woff	etag:W/%227678-5a12814b7623b%22	https://www.craftrise.com.tr/css/fonts/Mikado-Regular.woff	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/css/fonts/Mikado-Regular.woff	(from https://www.craftrise.com.tr/css/fonts.css)
23:16:01	31080/31080	---MCZ	200	added ('OK')	application/font-woff	etag:W/%227968-5a12814b86bdf%22	https://www.craftrise.com.tr/css/fonts/Mikado-Regular-Italic.woff	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/css/fonts/Mikado-Regular-Italic.woff	(from https://www.craftrise.com.tr/css/fonts.css)
23:16:01	29420/29420	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2272ec-5a12814b66838%22	https://www.craftrise.com.tr/css/fonts/Mikado-Ultra.woff	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/css/fonts/Mikado-Ultra.woff	(from https://www.craftrise.com.tr/css/fonts.css)
23:16:02	29132/29132	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2271cc-5a12814b5acb5%22	https://www.craftrise.com.tr/css/fonts/Mikado-Ultra-Italic.woff	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/css/fonts/Mikado-Ultra-Italic.woff	(from https://www.craftrise.com.tr/css/fonts.css)
23:16:02	1854/1854	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:02%20GMT	https://www.craftrise.com.tr/destek	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/destek	(from https://www.craftrise.com.tr/specialcapes)
23:16:02	46195/46195	---M--	200	added ('OK')	image/png	etag:%22b473-5aae53dbf7d5e%22	https://www.craftrise.com.tr/images/icons/youtube.png	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/icons/youtube.png	(from https://www.craftrise.com.tr/specialcapes)
23:16:03	438733/438733	---M--	200	added ('OK')	image/gif	etag:%226b1cd-5b2b93d14b73e%22	https://www.craftrise.com.tr/images/shop/cape_yagizlol.gif	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/cape_yagizlol.gif	(from https://www.craftrise.com.tr/specialcapes)
23:16:03	223032/223032	---M--	200	added ('OK')	image/gif	etag:%2236738-5aafa0b686d3d%22	https://www.craftrise.com.tr/images/shop/cape_alex.gif	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/cape_alex.gif	(from https://www.craftrise.com.tr/specialcapes)
23:16:03	365650/365650	---M--	200	added ('OK')	image/gif	etag:%2259452-5aae521176cff%22	https://www.craftrise.com.tr/images/shop/cape_raufai.gif	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/cape_raufai.gif	(from https://www.craftrise.com.tr/specialcapes)
23:16:03	286894/286894	---M--	200	added ('OK')	image/gif	etag:%22460ae-5aaf5613753c2%22	https://www.craftrise.com.tr/images/shop/cape_ghast.gif	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/cape_ghast.gif	(from https://www.craftrise.com.tr/specialcapes)
23:16:04	85824/85824	---M--	200	added ('OK')	image/gif	etag:%2214f40-5aae4689d04e8%22	https://www.craftrise.com.tr/images/shop/cape_raccoon.gif	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/cape_raccoon.gif	(from https://www.craftrise.com.tr/specialcapes)
23:16:04	273166/273166	---M--	200	added ('OK')	image/gif	etag:%2242b0e-5aae473828d0a%22	https://www.craftrise.com.tr/images/shop/cape_anime.gif	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/cape_anime.gif	(from https://www.craftrise.com.tr/specialcapes)
23:16:04	99859/99859	---M--	200	added ('OK')	image/gif	etag:%2218613-5aae47f9b5a0b%22	https://www.craftrise.com.tr/images/shop/cape_steve.gif	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/cape_steve.gif	(from https://www.craftrise.com.tr/specialcapes)
23:16:04	146234/146234	---M--	200	added ('OK')	image/gif	etag:%2223b3a-5aae3d848bde1%22	https://www.craftrise.com.tr/images/shop/cape_enderman.gif	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/cape_enderman.gif	(from https://www.craftrise.com.tr/specialcapes)
23:16:04	99719/99719	---M--	200	added ('OK')	image/gif	etag:%2218587-5aae3ae0b9aee%22	https://www.craftrise.com.tr/images/shop/cape_creeper.gif	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/cape_creeper.gif	(from https://www.craftrise.com.tr/specialcapes)
23:16:05	20159/20159	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Nov%202020%2020:16:05%20GMT	https://www.craftrise.com.tr/oyuncu/CanarysS	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/oyuncu/CanarysS.html	(from https://www.craftrise.com.tr/specialcapes)
23:16:06	1039/1039	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Nov%202020%2020:16:05%20GMT	https://www.craftrise.com.tr/gets/get-head.php?s=256&u=http://textures.minecraft.net/texture/bb41ce745b2cb4dac7a2156d4c1710af3aa32f588a6eaaba8f534a4533749b81	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/gets/get-head0c93.png	(from https://www.craftrise.com.tr/specialcapes)
23:16:06	20202/20202	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Nov%202020%2020:16:05%20GMT	https://www.craftrise.com.tr/oyuncu/XkillerX71	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/oyuncu/XkillerX71.html	(from https://www.craftrise.com.tr/specialcapes)
23:16:07	1064/1064	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Nov%202020%2020:16:06%20GMT	https://www.craftrise.com.tr/gets/get-head.php?s=256&u=http://textures.minecraft.net/texture/700e9401e441525a2cce7298c8fda95f49ba71b08601bbe1d001352f9c81de1e	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/gets/get-head7ab2.png	(from https://www.craftrise.com.tr/specialcapes)
23:16:07	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:06%20GMT	https://www.craftrise.com.tr/js/dist/skinview3d.min.js	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/js/dist/skinview3d.min.js	(from https://www.craftrise.com.tr/specialcapes)
23:16:07	1854/1854	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:07%20GMT	https://www.craftrise.com.tr/destek	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/destek	(from https://www.craftrise.com.tr/ranks)
23:16:08	36292/36292	---M--	200	added ('OK')	image/png	etag:%228dc4-5991f99df6476%22	https://www.craftrise.com.tr/images/shop/vip+.png	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/vip+.png	(from https://www.craftrise.com.tr/ranks)
23:16:08	49944/49944	---M--	200	added ('OK')	image/png	etag:%22c318-5991f99db3de8%22	https://www.craftrise.com.tr/images/shop/mvip+.png	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/mvip+.png	(from https://www.craftrise.com.tr/ranks)
23:16:08	104911/104911	---M--	200	added ('OK')	image/png	etag:%22199cf-5a4359ff5ec38%22	https://www.craftrise.com.tr/images/shop/rvip.png	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/rvip.png	(from https://www.craftrise.com.tr/ranks)
23:16:08	112656/112656	---M--	200	added ('OK')	image/png	etag:%221b810-5a4359ff32d0f%22	https://www.craftrise.com.tr/images/shop/rvip+.png	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/rvip+.png	(from https://www.craftrise.com.tr/ranks)
23:16:09	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:08%20GMT	https://www.craftrise.com.tr/js/dist/skinview3d.min.js	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/js/dist/skinview3d.min.js	(from https://www.craftrise.com.tr/ranks)
23:16:09	1854/1854	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:09%20GMT	https://www.craftrise.com.tr/destek	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/destek	(from https://www.craftrise.com.tr/skin)
23:16:09	71531/71531	---M--	200	added ('OK')	image/png	etag:%221176b-59664b151af4e%22	https://www.craftrise.com.tr/images/shop/cape.png	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/cape.png	(from https://www.craftrise.com.tr/skin)
23:16:10	413696/413696	---M--	200	added ('OK')	image/png	etag:%2265000-5a3cd64593280%22	https://www.craftrise.com.tr/images/shop/hat.png	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/hat.png	(from https://www.craftrise.com.tr/skin)
23:16:10	151855/151855	---M--	200	added ('OK')	image/png	etag:%222512f-59664b14f5d86%22	https://www.craftrise.com.tr/images/shop/wing.png	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/wing.png	(from https://www.craftrise.com.tr/skin)
23:16:10	466246/466246	---M--	200	added ('OK')	image/png	etag:%2271d46-5a61d489d2c68%22	https://www.craftrise.com.tr/images/shop/pet.png	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/pet.png	(from https://www.craftrise.com.tr/skin)
23:16:10	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:10%20GMT	https://www.craftrise.com.tr/js/dist/skinview3d.min.js	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/js/dist/skinview3d.min.js	(from https://www.craftrise.com.tr/skin)
23:16:11	1854/1854	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:10%20GMT	https://www.craftrise.com.tr/destek	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/destek	(from https://www.craftrise.com.tr/box)
23:16:11	172386/172386	---M--	200	added ('OK')	image/png	etag:%222a162-5999aebb91a87%22	https://www.craftrise.com.tr/images/shop/mystery.png	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/mystery.png	(from https://www.craftrise.com.tr/box)
23:16:11	152311/152311	---M--	200	added ('OK')	image/png	etag:%22252f7-5999aebbac06d%22	https://www.craftrise.com.tr/images/shop/ender.png	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/ender.png	(from https://www.craftrise.com.tr/box)
23:16:12	144290/144290	---M--	200	added ('OK')	image/png	etag:%22233a2-5999aee8a26a6%22	https://www.craftrise.com.tr/images/shop/enchanted.png	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/shop/enchanted.png	(from https://www.craftrise.com.tr/box)
23:16:12	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:12%20GMT	https://www.craftrise.com.tr/js/dist/skinview3d.min.js	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/js/dist/skinview3d.min.js	(from https://www.craftrise.com.tr/box)
23:16:13	1854/1854	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:12%20GMT	https://www.craftrise.com.tr/destek	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/destek	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:13	44730/44730	---M--	200	added ('OK')	image/jpeg	etag:%22aeba-591a36ef59afc%22	https://www.craftrise.com.tr/images/games/murder.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/murder.jpg	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:13	675374/675374	---M--	200	added ('OK')	image/jpeg	etag:%22a4e2e-59dad6b22077b%22	https://www.craftrise.com.tr/images/games/bomblobbers.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/bomblobbers.jpg	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:13	36011/36011	---M--	200	added ('OK')	image/jpeg	etag:%228cab-591a36ef7ecc5%22	https://www.craftrise.com.tr/images/games/skywars.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/skywars.jpg	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:13	41836/41836	---M--	200	added ('OK')	image/jpeg	etag:%22a36c-591a36f01c087%22	https://www.craftrise.com.tr/images/games/thebridge.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/thebridge.jpg	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:14	35838/35838	---M--	200	added ('OK')	image/jpeg	etag:%228bfe-5978f69985798%22	https://www.craftrise.com.tr/images/games/ultrahardcore.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/ultrahardcore.jpg	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:14	43665/43665	---M--	200	added ('OK')	image/jpeg	etag:%22aa91-591a36eea2154%22	https://www.craftrise.com.tr/images/games/buildbattle.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/buildbattle.jpg	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:14	51827/51827	---M--	200	added ('OK')	image/jpeg	etag:%22ca73-591a36efb4831%22	https://www.craftrise.com.tr/images/games/speedbuilders.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/speedbuilders.jpg	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:15	697829/697829	---M--	200	added ('OK')	image/jpeg	etag:%22aa5e5-59dad6b2cf481%22	https://www.craftrise.com.tr/images/games/tntrun.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/tntrun.jpg	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:15	680485/680485	---M--	200	added ('OK')	image/jpeg	etag:%22a6225-59dad6b4f4239%22	https://www.craftrise.com.tr/images/games/dragonescape.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/dragonescape.jpg	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:15	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:14%20GMT	https://www.craftrise.com.tr/images/games/arenapvp.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/arenapvp.jpg	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:15	36470/36470	---M--	200	added ('OK')	image/jpeg	etag:%228e76-591a36eec925d%22	https://www.craftrise.com.tr/images/games/bedwars.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/bedwars.jpg	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:15	53453/53453	---M--	200	added ('OK')	image/jpeg	etag:%22d0cd-591a36efed27d%22	https://www.craftrise.com.tr/images/games/survivalgames.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/survivalgames.jpg	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:16	56811/56811	---M--	200	added ('OK')	image/jpeg	etag:%22ddeb-591a36ef2cc33%22	https://www.craftrise.com.tr/images/games/uhcmeetup.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/uhcmeetup.jpg	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:16	40789/40789	---M--	200	added ('OK')	image/jpeg	etag:%229f55-5978f69975d95%22	https://www.craftrise.com.tr/images/games/herochamber.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/herochamber.jpg	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:16	40975/40975	---M--	200	added ('OK')	image/jpeg	etag:%22a00f-591a36eef22a6%22	https://www.craftrise.com.tr/images/games/eggwars.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/eggwars.jpg	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:16	694535/694535	---M--	200	added ('OK')	image/jpeg	etag:%22a9907-59dad6b5d4c2a%22	https://www.craftrise.com.tr/images/games/oitc.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/oitc.jpg	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:17	715631/715631	---M--	200	added ('OK')	image/jpeg	etag:%22aeb6f-59dad6b437a70%22	https://www.craftrise.com.tr/images/games/turfwars.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/turfwars.jpg	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:17	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:17%20GMT	https://www.craftrise.com.tr/js/dist/skinview3d.min.js	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/js/dist/skinview3d.min.js	(from https://www.craftrise.com.tr/oyuncu/Mekktile)
23:16:18	1854/1854	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:17%20GMT	https://www.craftrise.com.tr/destek	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/destek	(from https://www.craftrise.com.tr/oyuncu/doguilkar100)
23:16:18	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:17%20GMT	https://www.craftrise.com.tr/images/games/arenapvp.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/arenapvp.jpg	(from https://www.craftrise.com.tr/oyuncu/doguilkar100)
23:16:18	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:18%20GMT	https://www.craftrise.com.tr/js/dist/skinview3d.min.js	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/js/dist/skinview3d.min.js	(from https://www.craftrise.com.tr/oyuncu/doguilkar100)
23:16:19	1854/1854	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:18%20GMT	https://www.craftrise.com.tr/destek	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/destek	(from https://www.craftrise.com.tr/oyuncu/SeramikPasta)
23:16:19	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:19%20GMT	https://www.craftrise.com.tr/images/games/arenapvp.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/arenapvp.jpg	(from https://www.craftrise.com.tr/oyuncu/SeramikPasta)
23:16:20	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:19%20GMT	https://www.craftrise.com.tr/js/dist/skinview3d.min.js	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/js/dist/skinview3d.min.js	(from https://www.craftrise.com.tr/oyuncu/SeramikPasta)
23:16:20	1854/1854	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:20%20GMT	https://www.craftrise.com.tr/destek	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/destek	(from https://www.craftrise.com.tr/oyuncu/ShinuSama)
23:16:21	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:20%20GMT	https://www.craftrise.com.tr/images/games/arenapvp.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/games/arenapvp.jpg	(from https://www.craftrise.com.tr/oyuncu/ShinuSama)
23:16:21	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:20%20GMT	https://www.craftrise.com.tr/js/dist/skinview3d.min.js	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/js/dist/skinview3d.min.js	(from https://www.craftrise.com.tr/oyuncu/ShinuSama)
23:16:21	1854/1854	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:21%20GMT	https://www.craftrise.com.tr/destek	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/destek	(from https://www.craftrise.com.tr/haber/176)
23:16:22	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:21%20GMT	https://www.craftrise.com.tr/js/dist/skinview3d.min.js	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/js/dist/skinview3d.min.js	(from https://www.craftrise.com.tr/haber/176)
23:16:22	1854/1854	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:22%20GMT	https://www.craftrise.com.tr/destek	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/destek	(from https://www.craftrise.com.tr/haber/175)
23:16:23	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:22%20GMT	https://www.craftrise.com.tr/js/dist/skinview3d.min.js	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/js/dist/skinview3d.min.js	(from https://www.craftrise.com.tr/haber/175)
23:16:23	1854/1854	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:23%20GMT	https://www.craftrise.com.tr/destek	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/destek	(from https://www.craftrise.com.tr/haber/174)
23:16:24	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:23%20GMT	https://www.craftrise.com.tr/js/dist/skinview3d.min.js	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/js/dist/skinview3d.min.js	(from https://www.craftrise.com.tr/haber/174)
23:16:24	1854/1854	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:23%20GMT	https://www.craftrise.com.tr/destek	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/destek	(from https://www.craftrise.com.tr/haber/173)
23:16:24	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:24%20GMT	https://www.craftrise.com.tr/js/dist/skinview3d.min.js	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/js/dist/skinview3d.min.js	(from https://www.craftrise.com.tr/haber/173)
23:16:25	1854/1854	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:24%20GMT	https://www.craftrise.com.tr/destek	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/destek	(from https://www.craftrise.com.tr/haber/172)
23:16:25	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:25%20GMT	https://www.craftrise.com.tr/js/dist/skinview3d.min.js	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/js/dist/skinview3d.min.js	(from https://www.craftrise.com.tr/haber/172)
23:16:25	1854/1854	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:25%20GMT	https://www.craftrise.com.tr/destek	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/destek	(from https://www.craftrise.com.tr/haber/170)
23:16:26	310/310	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:25%20GMT	https://www.craftrise.com.tr/js/dist/skinview3d.min.js	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/js/dist/skinview3d.min.js	(from https://www.craftrise.com.tr/haber/170)
23:16:26	1854/1854	---MC-	302	error ('Found')	text/html	date:Sun,%2015%20Nov%202020%2020:16:26%20GMT	https://www.craftrise.com.tr/destek	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/destek	(from https://www.craftrise.com.tr/sayfa/4)
23:16:27	73164/73164	---M--	200	added ('OK')	image/jpeg	etag:%2211dcc-5a61d36172889%22	https://www.craftrise.com.tr/images/news/10f022999f316ab7e8aaaaabb2fc85fe.jpg	C:/Users/tahal/Desktop/yasak/asdbasd/www.craftrise.com.tr/images/news/10f022999f316ab7e8aaaaabb2fc85fe.jpg	(from https://www.craftrise.com.tr/sayfa/4)
